_ID, TimeSt,Country,Province,City,Latitude,Longitude
4786522,2017-06-21 19:17:39.710,CA,ON,Thunder Bay,48.39220,-89.27850
4786763,2017-06-21 21:17:39.690,CA,ON,Fort Frances,48.62170,-93.35970
4787545,2017-06-21 04:17:46.017,CA,AB,Ponoka,52.73012,-113.47524
4787975,2017-06-21 03:17:46.710,CA,ON,Scarborough,43.69236,-79.27698
4788315,2017-06-21 18:17:46.013,CA,ON,Mississauga,43.51780,-79.65870
4788604,2017-06-21 15:17:51.417,CA,ON,Mississauga,43.58070,-79.79360
4789254,2017-06-21 22:17:54.340,CA,NS,Lower Sackville,44.75582,-63.66163
4790735,2017-06-21 08:17:56.257,CA,ON,Mississauga,43.58846,-79.63915
4791478,2017-06-21 10:18:01.620,CA,AB,Calgary,50.88640,-114.03000
4791640,2017-06-21 13:18:02.637,CA,ON,North York,43.69777,-79.49990
4792075,2017-06-21 22:18:09.720,CA,ON,Guelph,43.54690,-80.25100
4792159,2017-06-21 17:18:06.770,CA,ON,Brantford,43.18780,-80.24500
4792466,2017-06-21 16:18:09.697,CA,ON,Midland,44.59560,-79.86600
4793093,2017-06-21 02:18:13.300,CA,ON,Toronto,43.66022,-79.38541
4793729,2017-06-21 13:18:10.940,CA,ON,Minnitaki,50.14628,-94.00072
4794007,2017-06-21 17:18:16.537,CA,AB,Calgary,50.94161,-113.98238
4794055,2017-06-21 00:18:15.837,CA,ON,Toronto,43.66773,-79.31534
4794179,2017-06-21 06:18:16.407,CA,AB,Calgary,50.86902,-113.96835
4794397,2017-06-21 16:18:16.373,CA,AB,Calgary,50.90992,-114.12899
4794438,2017-06-21 05:18:16.763,CA,NB,Irishtown,46.22920,-64.74820
4794698,2017-06-21 01:18:22.310,CA,AB,Red Deer,52.31218,-113.81683
4794930,2017-06-21 02:18:21.903,CA,ON,Markham,43.82821,-79.29797
4796942,2017-06-21 18:18:27.537,CA,ON,North York,43.77440,-79.38210
4797550,2017-06-21 22:18:35.120,CA,MB,Winnipeg,49.87931,-97.19970
4798198,2017-06-21 07:18:40.223,CA,ON,Nepean,45.35080,-75.71260
4798595,2017-06-21 14:18:41.287,CA,ON,Brampton,43.72623,-79.66768
4798626,2017-06-21 01:18:41.943,CA,BC,Richmond,49.16536,-123.12665
4799144,2017-06-21 01:18:41.607,CA,QC,Sainte-Julie,45.58340,-73.33250
4800568,2017-06-21 22:18:55.393,CA,QC,Repentigny,45.76600,-73.43331
4800792,2017-06-21 02:18:55.323,CA,AB,Calgary,50.93984,-114.03222
4801125,2017-06-21 20:18:57.210,CA,AB,Edmonton,53.63964,-113.54300
4801494,2017-06-21 11:18:59.083,CA,ON,North York,43.72551,-79.30974
4801593,2017-06-21 09:18:55.427,CA,AB,Edmonton,53.51740,-113.58790
4801708,2017-06-21 13:18:57.760,CA,ON,Scarborough,43.75070,-79.30030
4801881,2017-06-21 00:18:56.460,CA,ON,Etobicoke,43.74803,-79.57871
4801977,2017-06-21 21:18:57.743,CA,ON,North York,43.75233,-79.50131
4802359,2017-06-21 13:19:03.047,CA,MB,Winnipeg,49.89470,-97.13570
4802366,2017-06-21 09:19:00.880,CA,AB,Calgary,51.15460,-114.06800
4803220,2017-06-21 01:19:04.113,CA,ON,Dryden,49.78500,-92.84000
4803242,2017-06-21 06:19:04.940,CA,SK,Gull Lake,50.04590,-108.48300
4803329,2017-06-21 13:19:10.470,CA,AB,Calgary,50.91228,-114.07043
4803428,2017-06-21 05:19:10.493,CA,AB,Calgary,50.99583,-114.07416
4803496,2017-06-21 07:19:10.490,CA,AB,Calgary,50.96944,-114.05719
4803642,2017-06-21 14:19:10.553,CA,AB,Calgary,51.05442,-113.94319
4804162,2017-06-21 22:19:10.487,CA,BC,Vancouver,49.26861,-123.17849
4804252,2017-06-21 02:19:10.607,CA,AB,Calgary,50.95701,-114.08148
4804312,2017-06-21 04:19:10.533,CA,BC,New Westminster,49.21670,-122.91670
4804670,2017-06-21 08:19:17.053,CA,QC,Verdun,45.45165,-73.57590
4804913,2017-06-21 16:19:16.380,CA,AB,Edmonton,53.51865,-113.63910
4805295,2017-06-21 14:19:17.023,CA,QC,Saint-Laurent,45.50080,-73.75270
4805705,2017-06-21 16:19:18.130,CA,NB,Moncton,46.10260,-64.77300
4805995,2017-06-21 10:19:22.347,CA,ON,Brampton,43.71543,-79.77014
4806332,2017-06-21 11:19:22.333,CA,ON,Brampton,43.72136,-79.69257
4806664,2017-06-21 05:19:25.843,CA,BC,Winfield,50.07200,-119.44200
4807077,2017-06-21 09:19:26.147,CA,AB,Edmonton,53.62303,-113.40758
4807342,2017-06-21 19:19:31.913,CA,AB,Edmonton,53.44119,-113.43181
4807400,2017-06-21 19:19:31.327,CA,AB,Edmonton,53.43665,-113.41490
4807557,2017-06-21 16:19:32.837,CA,QC,Lévis,46.79588,-71.17545
4807836,2017-06-21 21:19:35.887,CA,QC,Montréal,45.53348,-73.68174
4807885,2017-06-21 00:19:37.423,CA,ON,Mississauga,43.56875,-79.71975
4808113,2017-06-21 21:19:37.393,CA,SK,Regina,50.50000,-104.64899
4808173,2017-06-21 22:19:37.420,CA,AB,Calgary,51.05085,-114.07624
4808868,2017-06-21 12:19:42.127,CA,ON,Toronto,43.66496,-79.38495
4808977,2017-06-21 04:19:41.183,CA,AB,Calgary,51.03920,-114.06600
4809642,2017-06-21 12:19:50.780,CA,AB,Calgary,50.96655,-114.08262
4809861,2017-06-21 00:19:52.940,CA,AB,Calgary,51.04070,-114.08400
4810016,2017-06-21 04:19:49.813,CA,AB,Edmonton,53.46660,-113.41530
4810215,2017-06-21 12:19:52.773,CA,AB,Calgary,50.93965,-114.01984
4810771,2017-06-21 20:19:58.217,CA,ON,Toronto,43.67355,-79.40325
4812412,2017-06-21 16:20:08.177,CA,AB,Calgary,50.88979,-113.96660
4812483,2017-06-21 16:20:09.550,CA,AB,Lethbridge,49.68270,-112.80300
4813523,2017-06-21 03:20:13.407,CA,AB,Edmonton,53.52232,-113.62718
4814453,2017-06-21 20:20:25.473,CA,BC,Abbotsford,49.03142,-122.34377
4814780,2017-06-21 07:20:26.637,CA,AB,Fort Mcmurray,56.74350,-111.47110
4815495,2017-06-21 18:20:27.210,CA,ON,Oshawa,43.93660,-78.82916
4815646,2017-06-21 19:20:23.820,CA,MB,Winnipeg,49.89303,-97.25923
4815794,2017-06-21 14:20:26.403,CA,ON,Ottawa,44.90090,-76.61735
4815818,2017-06-21 01:20:26.457,CA,AB,Calgary,51.11116,-113.94606
4815841,2017-06-21 00:20:26.590,CA,AB,Calgary,50.92575,-113.96180
4816090,2017-06-21 12:20:26.427,CA,AB,Red Deer,52.30190,-113.83200
4816796,2017-06-21 12:20:26.913,CA,AB,Edmonton,53.59256,-113.46666
4816876,2017-06-21 16:20:27.317,CA,ON,Brampton,43.73400,-79.73391
4816943,2017-06-21 17:20:29.587,CA,AB,Edmonton,53.42936,-113.42382
4817254,2017-06-21 18:20:27.240,CA,AB,Nose Creek,54.81735,-119.16977
4817306,2017-06-21 14:20:28.623,CA,AB,Edmonton,53.54955,-113.69540
4817688,2017-06-21 22:20:29.490,CA,BC,Nanaimo,49.17344,-123.94344
4817768,2017-06-21 20:20:29.843,CA,BC,Surrey,49.12787,-122.70011
4817815,2017-06-21 13:20:30.867,CA,AB,Beaumont,53.36362,-113.43823
4817886,2017-06-21 15:20:31.380,CA,ON,London,43.00633,-81.16663
4817944,2017-06-21 14:20:32.747,CA,BC,Vancouver,49.24045,-123.09886
4818146,2017-06-21 03:20:32.493,CA,AB,Edmonton,53.56869,-113.63854
4818361,2017-06-21 00:20:34.260,CA,QC,Montreal,45.49757,-73.65235
4818440,2017-06-21 21:20:35.843,CA,ON,Toronto,43.66948,-79.38026
4818633,2017-06-21 17:20:37.007,CA,BC,Winfield,50.00778,-119.41927
4818806,2017-06-21 17:20:36.160,CA,ON,Mississauga,43.69106,-79.62726
4819146,2017-06-21 22:20:41.443,CA,ON,Brantford,43.08398,-80.17571
4819198,2017-06-21 07:20:41.870,CA,ON,Toronto,43.64640,-79.39446
4819320,2017-06-21 20:20:41.577,CA,ON,Oakville,43.49240,-79.71360
4819415,2017-06-21 16:20:41.843,CA,AB,Edmonton,53.46710,-113.45189
4819911,2017-06-21 03:20:39.247,CA,AB,Sherwood Park,53.52321,-113.29501
4820022,2017-06-21 00:20:42.113,CA,AB,Edmonton,53.60113,-113.44117
4820139,2017-06-21 03:20:42.857,CA,QC,Trois-Rivières,46.35570,-72.55544
4820272,2017-06-21 15:20:43.647,CA,AB,Fort Mcmurray,56.75676,-111.45513
4820367,2017-06-21 10:20:42.500,CA,ON,Brampton,43.69400,-79.81606
4820421,2017-06-21 19:20:42.677,CA,QC,Québec,46.79601,-71.25098
4821017,2017-06-21 20:20:47.883,CA,ON,Kitchener,43.44957,-80.47364
4821998,2017-06-21 20:20:49.943,CA,ON,Ajax,43.87310,-79.04257
4822188,2017-06-21 00:20:53.730,CA,AB,Wetaskiwin,53.08274,-114.12446
4822238,2017-06-21 21:20:52.417,CA,BC,Surrey,49.20686,-122.83945
4822399,2017-06-21 07:20:53.900,CA,BC,108 Mile Ranch,51.73948,-121.33789
4822594,2017-06-21 12:20:56.667,CA,AB,Calgary,51.04377,-113.97545
4822819,2017-06-21 02:20:57.777,CA,ON,Etobicoke,43.72217,-79.67534
4822892,2017-06-21 19:20:56.700,CA,AB,Edmonton,53.62394,-113.47079
4823301,2017-06-21 09:20:57.097,CA,AB,Edmonton,53.59255,-113.49200
4823336,2017-06-21 08:20:57.280,CA,SK,North Battleford,52.75755,-108.26953
4823433,2017-06-21 19:20:57.647,CA,ON,Toronto,43.64365,-79.41950
4823448,2017-06-21 12:20:58.313,CA,BC,Vancouver,49.26287,-123.12832
4823688,2017-06-21 08:20:56.660,CA,AB,Edmonton,53.46530,-113.38500
4823968,2017-06-21 03:20:57.720,CA,ON,Oshawa,43.94273,-78.89899
4824066,2017-06-21 13:20:57.780,CA,ON,Brampton,43.71062,-79.74375
4824672,2017-06-21 00:21:00.180,CA,NB,Oromocto,45.84470,-66.48120
4824694,2017-06-21 03:21:03.893,CA,ON,Burlington,43.39277,-79.78853
4824763,2017-06-21 15:21:04.063,CA,ON,Mississauga,43.59274,-79.71183
4825171,2017-06-21 04:21:03.917,CA,ON,Toronto,43.65870,-79.38360
4825503,2017-06-21 00:21:03.943,CA,ON,Ottawa,45.41980,-75.70400
4826033,2017-06-21 17:21:05.163,CA,ON,Toronto,43.63860,-79.43707
4826224,2017-06-21 07:21:07.987,CA,BC,Vancouver,49.26946,-123.10281
4826306,2017-06-21 16:21:08.730,CA,BC,Vancouver,49.23806,-123.11820
4826366,2017-06-21 13:21:13.017,CA,ON,Timmins,48.47408,-81.34300
4827246,2017-06-21 13:21:15.590,CA,ON,Toronto,43.63856,-79.43689
4828111,2017-06-21 03:21:18.910,CA,ON,Toronto,43.66090,-79.39970
4828534,2017-06-21 06:21:19.157,CA,ON,Toronto,43.68707,-79.39758
4828770,2017-06-21 17:21:22.850,CA,ON,Toronto,43.67098,-79.38710
4829087,2017-06-21 03:21:22.390,CA,ON,Scarborough,43.81276,-79.21310
4829147,2017-06-21 19:21:21.927,CA,ON,Toronto,43.66747,-79.31542
4829154,2017-06-21 18:21:24.673,CA,ON,Oakville,43.44144,-79.73238
4829496,2017-06-21 02:21:24.820,CA,ON,Brampton,43.71401,-79.70188
4829744,2017-06-21 20:21:24.767,CA,ON,North Bay,46.31060,-79.46150
4829916,2017-06-21 15:21:24.647,CA,SK,Duck Lake,52.83140,-106.23400
4830009,2017-06-21 03:21:28.267,CA,AB,Calgary,50.91600,-113.94890
4830279,2017-06-21 00:21:28.310,CA,AB,Calgary,50.94552,-114.07608
4830514,2017-06-21 18:21:29.483,CA,AB,Edmonton,53.50610,-113.50736
4831259,2017-06-21 03:21:34.163,CA,ON,Mississauga,43.59105,-79.57278
4832458,2017-06-21 19:21:39.913,CA,ON,Gravenhurst,44.77240,-79.33250
4832914,2017-06-21 13:21:43.550,CA,AB,Calgary,50.97140,-114.05700
4833126,2017-06-21 06:21:44.447,CA,QC,Salaberry-De-Valleyfield,45.23830,-74.11730
4833820,2017-06-21 20:21:44.550,CA,NB,St. John,45.28150,-66.09581
4833871,2017-06-21 22:21:44.603,CA,NS,Sydney,46.13485,-60.17685
4834293,2017-06-21 10:21:45.433,CA,AB,Edmonton,53.54796,-113.59413
4834616,2017-06-21 10:21:50.010,CA,AB,Edmonton,53.50827,-113.61797
4834839,2017-06-21 08:21:50.617,CA,AB,Edmonton,53.55781,-113.46883
4835200,2017-06-21 22:21:50.677,CA,AB,Edmonton,53.53742,-113.59586
4835748,2017-06-21 04:21:57.043,CA,AB,Calgary,51.05220,-113.97172
4835844,2017-06-21 19:21:59.037,CA,ON,Toronto,43.66165,-79.34605
4835871,2017-06-21 18:21:59.320,CA,AB,Calgary,51.05890,-114.12940
4836000,2017-06-21 18:21:59.000,CA,AB,Calgary,50.99515,-114.11922
4836776,2017-06-21 21:21:59.707,CA,AB,Calgary,51.04579,-114.06832
4836954,2017-06-21 06:21:59.950,CA,NL,Paradise,47.53000,-52.89180
4837361,2017-06-21 09:22:04.280,CA,BC,Coquitlam,49.25040,-122.89065
4837933,2017-06-21 07:22:05.303,CA,NS,Glace Bay,46.21548,-59.97518
4838227,2017-06-21 09:22:04.843,CA,AB,Edmonton,53.53153,-113.52576
4838294,2017-06-21 17:22:06.273,CA,ON,Mississauga,43.58594,-79.78296
4838383,2017-06-21 22:22:06.657,CA,ON,Woodstock,43.11420,-80.71870
4838613,2017-06-21 07:22:11.647,CA,SK,Aberdeen,52.29760,-106.21400
4838798,2017-06-21 22:22:10.880,CA,AB,Edmonton,53.50951,-113.71550
4838832,2017-06-21 13:22:10.440,CA,AB,Calgary,50.85520,-114.07487
4838988,2017-06-21 17:22:10.850,CA,SK,Saskatoon,52.15220,-106.58700
4839059,2017-06-21 20:22:11.533,CA,BC,Vancouver,49.26524,-123.08077
4839972,2017-06-21 06:22:14.927,CA,AB,Calgary,51.04532,-114.15782
4840146,2017-06-21 20:22:18.310,CA,QC,Montréal,45.49850,-73.55390
4840751,2017-06-21 09:22:20.943,CA,NB,Fredericton,45.94226,-66.67199
4840847,2017-06-21 18:22:23.043,CA,ON,Trenton,44.12730,-77.59630
4841283,2017-06-21 20:22:26.317,CA,SK,Melfort,52.86670,-104.60000
4841477,2017-06-21 21:22:26.227,CA,SK,Saskatoon,52.11829,-106.71364
4841580,2017-06-21 16:22:30.227,CA,ON,Markham,43.84460,-79.27220
4841673,2017-06-21 17:22:30.227,CA,BC,Coquitlam,49.25966,-122.88840
4841701,2017-06-21 17:22:28.940,CA,QC,Montréal,45.53349,-73.68183
4842892,2017-06-21 14:22:36.387,CA,SK,Saskatoon,52.09640,-106.54330
4842936,2017-06-21 05:22:36.507,CA,SK,Saskatoon,52.09420,-106.61150
4843274,2017-06-21 18:22:43.650,CA,ON,Toronto,43.66764,-79.31539
4843594,2017-06-21 19:22:45.140,CA,AB,Calgary,51.15120,-114.23850
4843700,2017-06-21 15:22:43.930,CA,AB,Edmonton,53.44733,-113.43201
4843870,2017-06-21 15:22:44.253,CA,BC,Richmond,49.17537,-123.14626
4843985,2017-06-21 20:22:45.097,CA,AB,Cochrane,51.16290,-114.44600
4844106,2017-06-21 08:22:41.890,CA,BC,Vancouver,49.26125,-123.12456
4844140,2017-06-21 02:22:44.040,CA,AB,Edmonton,53.44988,-113.41645
4844298,2017-06-21 06:22:45.347,CA,ON,Smith,44.49604,-78.43588
4844827,2017-06-21 00:22:48.303,CA,AB,Calgary,50.96650,-114.08260
4844930,2017-06-21 08:22:50.690,CA,BC,Surrey,49.16196,-122.85583
4845038,2017-06-21 03:22:47.227,CA,ON,Brampton,43.76873,-79.67093
4845086,2017-06-21 11:22:48.360,CA,SK,Patuanak,55.89155,-107.70216
4845205,2017-06-21 02:22:47.387,CA,SK,Saskatoon,52.13040,-106.66200
4845262,2017-06-21 05:22:48.460,CA,BC,North Vancouver,49.31273,-123.08223
4845423,2017-06-21 16:22:51.493,CA,BC,Maple Ridge,49.22019,-122.64454
4846107,2017-06-21 08:22:51.490,CA,SK,Saskatoon,52.10605,-106.64710
4846224,2017-06-21 11:22:52.767,CA,BC,Burnaby,49.23184,-122.99371
4846325,2017-06-21 08:22:54.883,CA,ON,Cambridge,43.42002,-80.36837
4846537,2017-06-21 04:22:53.997,CA,ON,North York,43.77943,-79.41673
4846623,2017-06-21 05:22:55.427,CA,QC,Montreal,6.92769,122.02592
4846660,2017-06-21 02:22:55.227,CA,BC,New Westminster,49.22295,-122.91223
4847001,2017-06-21 13:22:59.107,CA,AB,Saint Albert,53.62497,-113.59969
4847099,2017-06-21 16:22:59.367,CA,MB,Winnipeg,49.88800,-97.14640
4847224,2017-06-21 11:23:00.270,CA,AB,Calgary,51.14610,-114.18090
4847418,2017-06-21 02:23:01.013,CA,ON,Etobicoke,43.67590,-79.56390
4847448,2017-06-21 03:23:01.097,CA,AB,Red Deer,52.30970,-113.82200
4847513,2017-06-21 20:23:01.363,CA,ON,London,42.99638,-81.56630
4847592,2017-06-21 02:23:02.053,CA,NS,Sydney,46.16119,-60.17975
4847612,2017-06-21 04:22:58.017,CA,ON,Ajax,43.86685,-79.04553
4847667,2017-06-21 21:23:00.413,CA,AB,Calgary,51.10276,-113.94090
4848198,2017-06-21 12:23:01.020,CA,AB,Sylvan Lake,52.30690,-114.08000
4848263,2017-06-21 03:23:01.640,CA,SK,Regina,50.44896,-104.55927
4848331,2017-06-21 06:23:01.907,CA,QC,Montréal,45.50140,-73.57704
4848489,2017-06-21 14:23:03.840,CA,BC,Surrey,49.19224,-122.80921
4848864,2017-06-21 04:23:06.030,CA,ON,St Thomas,42.77455,-81.18478
4849166,2017-06-21 04:23:06.720,CA,MB,Winnipeg,49.90660,-97.18318
4849410,2017-06-21 10:23:07.780,CA,BC,Surrey,49.18437,-122.85640
4849525,2017-06-21 22:23:06.737,CA,BC,Langley,49.18214,-122.61922
4850333,2017-06-21 05:23:15.477,CA,QC,Chicoutimi,48.43330,-71.06670
4850668,2017-06-21 06:23:15.487,CA,QC,Laval,45.60186,-73.77142
4851044,2017-06-21 15:23:14.423,CA,ON,Brampton,43.66855,-79.74264
4851307,2017-06-21 21:23:18.700,CA,AB,Edmonton,53.57743,-113.40328
4851329,2017-06-21 22:23:15.480,CA,ON,North York,43.76940,-79.49210
4851458,2017-06-21 11:23:15.857,CA,BC,Langley,49.17290,-122.63780
4852606,2017-06-21 20:23:26.753,CA,ON,Brantford,43.14160,-80.24460
4853117,2017-06-21 15:23:30.700,CA,ON,Ajax,43.84450,-78.99843
4853530,2017-06-21 07:23:30.793,CA,ON,Bolton,43.88000,-79.73770
4853907,2017-06-21 20:23:29.960,CA,ON,Toronto,43.64880,-79.38925
4854181,2017-06-21 06:23:31.257,CA,ON,Burlington,43.35135,-79.83694
4854792,2017-06-21 17:23:30.520,CA,MB,Scarth,49.71100,-100.92630
4855473,2017-06-21 04:23:34.880,CA,ON,Burlington,43.32036,-79.80563
4855610,2017-06-21 05:23:36.960,CA,AB,Edmonton,53.51880,-113.51000
4855958,2017-06-21 21:23:36.983,CA,AB,Calgary,51.05770,-113.95800
4855996,2017-06-21 16:23:38.453,CA,AB,Edmonton,53.43920,-113.40800
4856155,2017-06-21 09:23:37.540,CA,AB,Calgary,50.96491,-114.08751
4856242,2017-06-21 09:23:40.950,CA,SK,Saskatoon,52.13134,-106.59786
4856511,2017-06-21 00:23:43.053,CA,AB,Spruce Grove,53.40200,-113.83130
4856772,2017-06-21 07:23:43.993,CA,ON,Scarborough,43.69230,-79.27693
4857462,2017-06-21 01:23:44.877,CA,AB,Calgary,51.03291,-113.99288
4857491,2017-06-21 00:23:45.770,CA,MB,Winnipeg,49.91560,-97.09768
4857728,2017-06-21 02:23:45.727,CA,BC,Maple Ridge,49.22170,-122.55500
4858180,2017-06-21 15:23:45.967,CA,ON,Belleville,44.18364,-77.06966
4858403,2017-06-21 13:23:44.897,CA,ON,North York,43.73310,-79.34790
4858499,2017-06-21 17:23:45.183,CA,NB,Riverview,46.04950,-64.78810
4858539,2017-06-21 14:23:45.747,CA,AB,Edmonton,53.59331,-113.52322
4859470,2017-06-21 21:23:47.180,CA,MB,Winnipeg,49.82520,-97.09659
4859703,2017-06-21 19:23:51.583,CA,ON,Brampton,43.72973,-79.74113
4859973,2017-06-21 03:23:53.823,CA,BC,Vancouver,49.29044,-123.12262
4860133,2017-06-21 13:24:00.707,CA,SK,Saskatoon,52.17390,-106.56300
4860261,2017-06-21 09:23:58.013,CA,QC,Rosemont,45.55590,-73.57320
4861945,2017-06-21 05:24:07.160,CA,AB,Calgary,51.13150,-114.01000
4862760,2017-06-21 10:24:16.073,CA,SK,Saskatoon,52.15070,-106.64648
4862943,2017-06-21 19:24:13.790,CA,BC,Surrey,49.18100,-122.81100
4863872,2017-06-21 00:24:16.970,CA,ON,Milton,43.52380,-79.88450
4864065,2017-06-21 14:24:22.333,CA,ON,Toronto,43.66731,-79.38261
4864629,2017-06-21 09:24:19.607,CA,QC,Montréal,45.48650,-73.57340
4866560,2017-06-21 12:24:32.527,CA,ON,Meaford,44.62200,-80.61970
4866727,2017-06-21 13:24:32.633,CA,AB,Calgary,50.90020,-114.09400
4866787,2017-06-21 11:24:32.837,CA,ON,Burlington,43.36559,-79.81139
4866900,2017-06-21 03:24:33.737,CA,ON,Brantford,43.13210,-80.30640
4866974,2017-06-21 12:24:32.427,CA,AB,Edmonton,53.41572,-113.43202
4867014,2017-06-21 09:24:32.520,CA,AB,Edmonton,53.54040,-113.48900
4868048,2017-06-21 19:24:37.460,CA,ON,Guelph,43.51180,-80.23940
4868202,2017-06-21 17:24:38.967,CA,MB,Winnipeg,49.88720,-97.14300
4868271,2017-06-21 04:24:40.690,CA,AB,Calgary,50.96649,-114.08256
4868678,2017-06-21 19:24:46.067,CA,BC,Vancouver,49.29062,-123.12645
4868823,2017-06-21 06:24:44.277,CA,QC,Montreal,45.49768,-73.65234
4869043,2017-06-21 21:24:46.600,CA,QC,Laval,45.58030,-73.76744
4869096,2017-06-21 12:24:47.607,CA,AB,Alberta Beach,53.63483,-114.22948
4869467,2017-06-21 19:24:47.680,CA,ON,Brampton,43.63427,-79.79191
4869963,2017-06-21 01:24:47.740,CA,ON,Brampton,43.68509,-79.70825
4870390,2017-06-21 00:24:48.167,CA,AB,Edmonton,53.44333,-113.57136
4870469,2017-06-21 17:24:49.500,CA,ON,Ancaster,43.22819,-79.94061
4870534,2017-06-21 15:24:49.967,CA,ON,Brantford,43.17654,-80.25445
4870894,2017-06-21 17:24:53.223,CA,BC,Vancouver,49.27178,-123.18959
4871373,2017-06-21 02:25:02.850,CA,AB,Calgary,51.13300,-114.18300
4871424,2017-06-21 19:24:58.710,CA,AB,Edmonton,53.47192,-113.45629
4871591,2017-06-21 04:24:58.473,CA,AB,Calgary,51.11480,-114.17600
4872143,2017-06-21 01:25:02.910,CA,AB,Calgary,50.91950,-113.97000
4872302,2017-06-21 10:25:04.160,CA,AB,Fort Mcmurray,56.73190,-111.38646
4872446,2017-06-21 18:25:07.750,CA,AB,Edmonton,53.44140,-113.51800
4873020,2017-06-21 17:25:08.747,CA,ON,Toronto,43.66996,-79.48246
4873265,2017-06-21 08:25:13.840,CA,ON,St Catharines,43.18305,-79.23103
4873363,2017-06-21 18:25:13.730,CA,QC,Montréal,45.53320,-73.64680
4873742,2017-06-21 01:25:17.570,CA,NB,Fredericton,45.94450,-66.65260
4873942,2017-06-21 15:25:18.080,CA,AB,Calgary,51.07130,-114.01624
4874222,2017-06-21 12:25:15.583,CA,ON,Toronto,43.65700,-79.37100
4874229,2017-06-21 07:25:16.510,CA,ON,Cambridge,43.38899,-80.35560
4874910,2017-06-21 03:25:22.853,CA,AB,Edmonton,53.51877,-113.58751
4874998,2017-06-21 03:25:21.133,CA,AB,Calgary,50.97630,-114.09220
4875189,2017-06-21 16:25:24.157,CA,AB,Fort Mcmurray,56.71898,-111.35736
4875683,2017-06-21 22:25:28.920,CA,QC,Saint-Hyacinthe,45.61465,-72.93265
4876382,2017-06-21 22:25:32.930,CA,ON,Cornwall,45.01700,-74.72200
4876609,2017-06-21 11:25:32.727,CA,AB,Grande Prairie,55.16500,-118.79500
4877394,2017-06-21 03:25:34.873,CA,ON,Milton,43.50360,-79.88190
4877496,2017-06-21 22:25:36.447,CA,ON,Burlington,43.37900,-79.75500
4877532,2017-06-21 08:25:38.380,CA,AB,Calgary,51.04290,-114.10370
4877588,2017-06-21 15:25:38.417,CA,SK,Swift Current,50.27600,-107.79800
4877682,2017-06-21 08:25:39.450,CA,AB,Edmonton,53.44000,-113.59000
4877725,2017-06-21 21:25:34.543,CA,ON,Etobicoke,43.75859,-79.59292
4877876,2017-06-21 16:25:40.317,CA,NB,Moncton,46.13129,-64.82911
4878040,2017-06-21 08:25:44.103,CA,AB,Calgary,50.91888,-113.92254
4878279,2017-06-21 17:25:40.470,CA,SK,Saskatoon,52.13133,-106.59795
4878321,2017-06-21 12:25:43.580,CA,AB,Edmonton,53.49696,-113.63503
4878959,2017-06-21 08:25:44.297,CA,AB,Calgary,50.98086,-114.05393
4879026,2017-06-21 05:25:44.563,CA,QC,Montréal,45.50871,-73.57467
4879578,2017-06-21 03:25:47.883,CA,NB,Moncton,46.09700,-64.80480
4879647,2017-06-21 08:25:48.243,CA,QC,Saint-Eustache,45.56814,-73.87173
4881451,2017-06-21 21:25:53.557,CA,SK,Estevan,49.12860,-102.97900
4882549,2017-06-21 18:25:59.093,CA,AB,Calgary,51.12680,-114.22360
4882948,2017-06-21 10:26:01.330,CA,AB,Edmonton,53.49288,-113.67748
4884160,2017-06-21 22:26:04.667,CA,AB,Sherwood Park,53.52820,-113.28900
4884597,2017-06-21 01:26:03.853,CA,NS,Armdale,44.58599,-63.70168
4884674,2017-06-21 14:26:05.057,CA,ON,Milton,43.50357,-79.85160
4884981,2017-06-21 04:26:09.100,CA,NB,Moncton,46.09009,-64.76886
4885554,2017-06-21 16:26:08.863,CA,NB,East Riverside-Kinghurst,45.36470,-65.99480
4885853,2017-06-21 18:26:09.377,CA,QC,Pointe-Lebel,49.11270,-68.09310
4886012,2017-06-21 07:26:14.640,CA,AB,Calgary,51.04388,-113.93240
4887048,2017-06-21 17:26:17.330,CA,ON,Brampton,43.65615,-79.72620
4887145,2017-06-21 01:26:14.387,CA,AB,Calgary,50.89580,-114.08301
4887169,2017-06-21 07:26:14.540,CA,AB,Calgary,50.90835,-114.10012
4887291,2017-06-21 06:26:17.443,CA,NB,Chatham,46.95010,-65.32390
4887402,2017-06-21 13:26:18.703,CA,ON,Etobicoke,43.63750,-79.54090
4887573,2017-06-21 04:26:16.913,CA,ON,Brampton,43.71993,-79.76807
4887734,2017-06-21 04:26:21.700,CA,QC,Mirabel,45.55350,-74.11720
4887924,2017-06-21 06:26:17.330,CA,ON,North York,43.76321,-79.44803
4888153,2017-06-21 03:26:21.903,CA,BC,Richmond,49.18084,-123.12191
4888307,2017-06-21 20:26:24.087,CA,NS,Halifax,44.70760,-63.35230
4888584,2017-06-21 12:26:22.213,CA,AB,Stirling,49.51330,-112.51735
4889166,2017-06-21 11:26:30.753,CA,AB,Calgary,51.05487,-114.04939
4889263,2017-06-21 20:26:32.170,CA,AB,Ardrossan,53.51911,-113.12455
4889409,2017-06-21 20:26:32.343,CA,ON,East York,43.70081,-79.29615
4889622,2017-06-21 08:26:30.117,CA,AB,Edmonton,53.47481,-113.37899
4889762,2017-06-21 18:26:34.053,CA,AB,Okotoks,50.72485,-113.96082
4890136,2017-06-21 13:26:34.740,CA,AB,Sherwood Park,53.53580,-113.31782
